date,ticker,close,ret_1,dv21,q_rsi2,o1,c2,r_open
2010-07-01,INCY,10.56,-0.046070397,2.219716e+07,0.13246681706429797,0.0066287587,0.018939376,0.010729561805725098
2010-07-01,CRUS,15.0,-0.051233422,1.0733666e+08,0.13246681706429797,0.01933333,0.041333325,0.020082722663879393
2010-07-02,UAL,18.59,-0.10279919,1.7741962e+08,0.10541958897506731,0.03550295,0.0785368,0.040058384895324706
2010-07-02,ZION,15.076595,-0.045098778,9.346082e+07,0.10541958897506731,0.017830843,0.07518055,0.05484498596191406
2010-08-11,BIDU,84.23,-0.041424822,9.16344e+08,6.388143504279839,-0.028256023,-0.016621174,0.010473142623901368
2010-08-11,AAPL,7.483087,-0.03554269,4.7824865e+09,6.388143504279839,-0.013988696,-0.0043559074,0.008269439697265625
2010-08-12,NTAP,27.503843,-0.087199144,2.0314832e+08,4.402874809800551,0.0066525266,0.028206507,0.01991153812408447
2010-08-12,FFIV,82.77,-0.04664827,1.6367509e+08,4.402874809800551,0.000724963,0.013531506,0.011297236442565918
2010-08-13,CROX,12.8,-0.031037081,4.9027956e+07,2.836079844936492,-0.0054688007,0.05078122,0.055059324264526366
2010-08-24,FFIV,86.27,-0.033605915,1.3882909e+08,3.829067972827758,-0.0074185627,0.016112288,0.022206793785095214
2010-08-24,WYNN,52.47819,-0.04275111,1.4126717e+08,3.829067972827758,-0.008980258,-0.0065531023,0.0009491548538208008
2010-10-04,AKAM,47.39,-0.03932703,1.8838552e+08,2.529752412363379,0.008229571,-0.06625869,-0.07538025522232056
2010-10-04,FSLR,142.27,-0.033688728,1.9360318e+08,2.529752412363379,0.0127222715,-0.025514899,-0.039256800651550294
2010-11-12,WYNN,70.6927,-0.03107537,2.1416139e+08,7.42354066096253,0.009008579,-0.026486553,-0.036678184509277345
2010-11-12,BIDU,110.64,-0.03032427,1.4410486e+09,7.42354066096253,-0.0044287588,-0.0636298,-0.06096439504623413
2010-11-15,AMZN,7.945,-0.040922284,1.1243997e+09,5.523322584291435,-0.0010069696,-0.0034613155,-0.003956843852996826
2010-11-15,FFIV,119.55,-0.034797333,3.275763e+08,5.523322584291435,-0.009368488,-0.03797575,-0.03037779474258423
2010-11-16,BIDU,103.6,-0.04779416,1.3645912e+09,1.7253021642757318,0.0073359283,0.043822404,0.034720788955688475
2010-11-16,FFIV,115.95,-0.030112974,3.2725738e+08,1.7253021642757318,0.0049159094,0.039327342,0.032743106842041014
2011-01-21,VECO,44.51,-0.031759907,8.3746456e+07,6.497823559255636,-0.0381936,0.0044933897,0.04288209533691406
2011-01-21,AAL,9.267149,-0.040975783,4.668258e+07,6.497823559255636,0.0040690275,0.030518735,0.024842630386352538
2011-02-22,GOOG,15.05568,-0.03153568,1.4919365e+09,3.290214202239028,0.0001966805,-0.0022778832,-0.003974129199981689
2011-02-22,AAPL,10.127695,-0.034088846,5.0736584e+09,3.290214202239028,0.00047317907,0.012610764,0.010631929397583008
2011-02-23,INTC,14.236368,-0.030261373,8.0280045e+08,2.176011691364806,-0.0023640275,0.03356986,0.034518967628479
2011-02-23,BIDU,115.9,-0.03641501,9.1048486e+08,2.176011691364806,0.0069887624,0.040465873,0.03174472904205322
2011-03-10,MU,9.683111,-0.0377906,4.7742234e+08,7.625678782469379,-0.0020140882,0.04330319,0.04390884494781494
2011-03-10,APA,84.09731,-0.039197568,3.2005488e+08,7.625678782469379,-0.0020699818,0.027428232,0.02805949306488037
2011-03-15,ADBE,33.04,-0.030516457,1.6882114e+08,8.685227676187495,-0.010895902,-0.036319636,-0.027203787803649904
2011-03-15,EXC,16.22575,-0.036139313,1.342002e+08,8.685227676187495,-0.0045961156,-0.028059592,-0.025071848869323732
2011-03-16,AAPL,9.870477,-0.044640187,5.76649e+09,2.609604441759629,0.0206661,0.0020000106,-0.01978819513320923
2011-03-16,QCOM,33.965218,-0.0471697,6.781783e+08,2.609604441759629,0.04198027,0.023960166,-0.01879416847229004
2011-04-11,APA,91.575676,-0.030040288,2.9093194e+08,5.6780274609969155,-0.010692654,-0.031603914,-0.0226372971534729
2011-04-11,BKR,35.026684,-0.031578008,1.8102291e+08,5.6780274609969155,-0.0034624133,-0.014427411,-0.012503077030181884
2011-04-12,BIDU,140.71,-0.034115776,1.06554496e+09,1.8327871576378953,0.01869085,0.04477285,0.024103532791137694
2011-04-12,APA,88.78311,-0.030494608,2.976542e+08,1.8327871576378953,0.010457095,8.146444e-05,-0.011768270969390869
2011-05-04,REGN,47.55127,-0.0608492,1.3111716e+08,8.016052649140832,-0.008125048,0.046875082,0.0539506778717041
2011-05-04,MLCO,7.947615,-0.053181197,5.4966732e+07,8.016052649140832,-0.002006077,0.06619856,0.06684173202514648
2011-05-05,BKR,35.317356,-0.0323296,2.0906482e+08,2.5181094117610314,0.020934664,0.027387515,0.004820476531982422
2011-05-05,VRTX,53.19,-0.038329463,1.4221842e+08,2.5181094117610314,0.011844352,0.083850406,0.06966305828094482
2011-05-16,AMZN,9.6255,-0.04961498,1.265705e+09,8.323767131063548,-0.0035842422,0.023790982,0.02597368812561035
2011-05-16,BKNG,19.716383,-0.03309576,6.0746554e+08,8.323767131063548,-0.0069927988,0.029798599,0.03555048561096191
2011-05-23,BKNG,19.649015,-0.035417594,6.25022e+08,9.467067044334755,0.004664453,-0.0056812717,-0.011797656059265136
2011-05-23,BIDU,129.47,-0.03875567,1.2983876e+09,9.467067044334755,0.015756493,0.0005406045,-0.016479839324951173
2011-05-24,GT,14.909935,-0.03125018,1.30342424e+08,6.034915062250505,-0.0023893132,0.04480325,0.04580558395385742
2011-06-06,BKR,36.578346,-0.031509493,1.9669339e+08,9.04180753688371,0.016197866,0.006367641,-0.011173535823822021
2011-06-06,BIDU,126.97,-0.04684337,1.0289161e+09,9.04180753688371,0.007167016,-0.049618043,-0.0578809871673584
2011-06-07,WYNN,93.86238,-0.036871493,1.786027e+08,7.709073748959625,0.0007345524,-0.0065396866,-0.008768905639648437
2011-06-08,BIDU,120.67,-0.033247888,1.1284073e+09,3.5376116931455925,0.00679539,0.008452841,0.00014628028869628903
2011-06-08,SIRI,15.82283,-0.05581402,1.8934808e+08,3.5376116931455925,4.8217635e-07,-0.014778223,-0.01627867364883423
2011-06-10,SIRI,15.588997,-0.038461883,1.7550571e+08,5.212564590632198,-0.004999924,-0.020000247,-0.01657568359375
2011-06-10,BKR,36.50744,-0.034939382,1.8147947e+08,5.212564590632198,0.0016644365,0.0034677414,0.0003004179000854492
2011-06-13,SIRI,14.887494,-0.044999868,1.7972216e+08,5.212564590632198,0.02094196,0.020942217,-0.0014997615814208985
2011-06-13,BIDU,118.03,-0.030076453,1.1968111e+09,5.212564590632198,0.023553323,0.0068626413,-0.01780663871765137
2011-08-01,INCY,16.6,-0.048165146,2.3677668e+07,8.14838409838191,-0.0054216958,-0.037951812,-0.03420745277404785
2011-08-02,AMZN,10.585,-0.043466467,1.04248736e+09,1.4131642263947555,0.0059990934,-0.048275832,-0.055451263427734376
2011-08-02,BIDU,152.92,-0.03781536,1.3150266e+09,1.4131642263947555,0.0032043257,-0.058854304,-0.06336038255691528
2011-08-04,GOOG,14.249124,-0.039339945,2.3874895e+09,8.242054717193426,0.008692289,-0.05454369,-0.06419103288650513
2011-08-04,AAPL,11.286998,-0.038719416,6.657986e+09,8.242054717193426,0.008135173,-0.06402234,-0.07307528400421143
2011-08-05,LULU,53.57,-0.043222036,1.9920949e+08,6.851902169108811,-0.06664177,-0.058428247,0.0072999105453491215
2011-08-05,MLCO,9.996298,-0.030911706,1.1470979e+08,6.851902169108811,-0.08373204,-0.026315609,0.06116331672668457
2011-08-08,AAPL,10.564378,-0.05462787,7.420236e+09,1.6257412765215236,0.022904336,0.029670993,0.005115042686462403
2011-08-08,BIDU,130.45,-0.07475713,1.4327571e+09,1.6257412765215236,0.026370276,0.07926406,0.05003477191925049
2011-08-18,AAPL,10.9484215,-0.037824485,7.9513114e+09,6.8540161122427605,-0.01059968,-0.026253344,-0.017321397304534913
2011-08-18,BIDU,128.77,-0.066613525,1.7154012e+09,6.8540161122427605,-0.01910388,-0.016463483,0.0011918649673461914
2011-08-19,LULU,46.0,-0.041666668,2.0288605e+08,4.3381394952619985,0.023043508,0.10043476,0.07414806938171387
2011-08-19,WYNN,90.862236,-0.03426486,2.905156e+08,4.3381394952619985,0.02923684,0.0517739,0.020396958351135253
2011-09-22,BKNG,19.802156,-0.048374712,6.535154e+08,3.337443673739557,-0.0050831083,0.015863463,0.019553552627563475
2011-09-22,AMZN,11.1615,-0.037262272,1.3206459e+09,3.337443673739557,-0.012184714,0.029655542,0.040856371879577635
2011-09-30,INTC,14.618397,-0.03917166,9.3257094e+08,6.216636166033894,-0.007497798,-0.005623381,0.00038851356506347653
2011-09-30,LULU,48.69,-0.06203046,2.3473534e+08,6.216636166033894,-0.0141712595,-0.023002649,-0.010458339691162109
2011-10-03,BIIB,88.96,-0.044981238,1.8074333e+08,2.7099203880670046,-0.0040467693,0.10959982,0.11260844326019287
2011-10-03,ISRG,38.75111,-0.042604614,1.5238531e+08,2.7099203880670046,-0.018809512,0.052299626,0.07097233390808105
2011-11-18,OLED,45.16022,-0.054727595,8.706349e+07,7.852962966905778,-0.014318137,-0.11433891,-0.10297374868392944
2011-11-18,STX,8.566633,-0.04474908,1.360118e+08,7.852962966905778,-0.00062464055,-0.0012492811,-0.002125014305114746
2011-11-21,FFIV,102.73,-0.032583095,2.4215819e+08,3.250529448227354,-0.0019468955,-0.03114966,-0.03075980091094971
2011-11-21,OLED,41.383602,-0.08362711,9.063515e+07,3.250529448227354,-0.0015852015,-0.07721942,-0.07725434446334839
2011-11-23,BIIB,109.93,-0.031453744,2.404019e+08,5.907721158776923,-0.0093695875,0.010188326,0.018242965698242186
2011-11-23,FFIV,99.53,-0.035000976,2.3604322e+08,5.907721158776923,-0.008339212,0.051542297,0.05888510799407959
2011-11-25,TSCO,5.5124583,-0.036583204,4.1777052e+07,4.03888112044703,0.032800935,0.034278817,-6.90116882324219e-05
2011-11-25,JAZZ,35.77,-0.031410772,2.780214e+07,4.03888112044703,0.015096475,0.03214978,0.01529980754852295
2011-12-14,ULTA,66.46628,-0.04828664,7.440238e+07,7.908509480243211,0.0089272475,-0.002975711,-0.013297606945037841
2011-12-14,FFIV,104.65,-0.04811716,1.848688e+08,7.908509480243211,0.015289044,0.001720022,-0.014864672660827636
2011-12-15,MELI,81.918976,-0.032610096,6.1943124e+07,6.607834050866941,0.003323466,-0.012225531,-0.016997446060180665
2012-03-06,APA,75.36209,-0.03385384,2.366956e+08,8.221027391071246,0.0067759617,0.040557772,0.03205443477630615
2012-03-06,REGN,103.23579,-0.041394603,1.5518614e+08,8.221027391071246,0.0033586521,0.019096065,0.014184723854064942
2012-04-10,BKNG,29.033663,-0.0307159,7.75456e+08,8.086344366710165,0.012977926,0.001200762,-0.013126303195953369
2012-04-10,PSKY,24.0756,-0.03810734,1.8700605e+08,8.086344366710165,0.016294174,0.028115163,0.010131488800048829
2012-04-23,WMT,14.960263,-0.04659715,4.207687e+08,8.782062298188123,-0.0047027557,-0.036613565,-0.033561636447906495
2012-04-23,BIDU,139.66,-0.036229383,7.695866e+08,8.782062298188123,-0.002577693,-0.034655564,-0.03366075897216797
2012-04-24,ULTA,87.15,-0.06821338,5.617448e+07,5.231086076920434,0.0059666852,0.027309205,0.01971591567993164
2012-04-24,LULU,70.18,-0.049309123,1.361419e+08,5.231086076920434,0.0149615705,0.046166968,0.02924538707733154
2012-05-04,CSCO,12.486134,-0.030425422,4.7290064e+08,4.384420642017716,-0.005229953,-0.021443695,-0.01779900932312012
2012-05-04,FFIV,131.9,-0.031784497,2.430209e+08,4.384420642017716,-0.006823305,-0.022971941,-0.01775955104827881
2012-05-07,PSMT,65.44762,-0.060766004,2.263584e+07,9.479805915535096,-0.013593174,0.0075804787,0.019965539932250975
2012-05-07,MELI,87.32907,-0.034783363,4.5434696e+07,9.479805915535096,-0.013723009,-0.14001997,-0.1295542016029358
2012-05-08,LULU,74.93,-0.030408883,1.5629552e+08,6.6460768375101935,-0.023355132,-0.019084483,0.0028728351593017578
2012-05-08,MNST,5.4575,-0.030639455,1.6400208e+08,6.6460768375101935,-0.0074819964,0.08673072,0.09342290019989014
2012-05-09,CAR,15.1637125,-0.03389828,3.2123864e+07,4.436192171133456,0.012531332,0.008145378,-0.0058316483497619625
2012-05-09,VRTX,60.35,-0.05938287,2.576149e+08,4.436192171133456,-0.020215368,0.027671948,0.04737533187866211
2012-05-10,BKNG,26.67771,-0.052632183,1.01397696e+09,3.0972882922180673,-0.014124028,-0.026324673,-0.013875473976135254
2012-05-10,FFIV,124.08,-0.041038703,2.3778925e+08,3.0972882922180673,-0.0087040765,0.011685984,0.0190690860748291
2012-05-14,PSKY,24.437115,-0.03140262,2.0481232e+08,0.4679874602023233,-0.0018882952,0.000314937,0.0007073984146118164
2012-05-14,AKAM,29.66,-0.048444025,1.5961082e+08,0.4679874602023233,0.016183397,-0.016520558,-0.03368311071395874
2012-05-15,JAZZ,45.22,-0.055358216,4.3785932e+07,0.294450372271001,0.0046439427,-0.045997385,-0.051907230854034425
2012-05-16,QCOM,40.38176,-0.037922665,6.03342e+08,0.11691305071852298,0.0025375418,-0.052952267,-0.05684934997558594
2012-05-16,FFIV,118.26,-0.045366444,2.3453096e+08,0.11691305071852298,0.00076100405,-0.046930518,-0.04915528440475464
2012-05-17,QCOM,39.049587,-0.032989457,6.0026605e+08,0.024718379436279747,0.005248415,0.0010496634,-0.005676855087280273
2012-05-17,PSKY,23.091043,-0.055380564,2.157424e+08,0.024718379436279747,0.0063289064,0.04930013,0.04120088672637939
2012-05-18,GOOGL,14.883399,-0.036353413,1.4807953e+09,0.012684756224018656,0.00018319437,0.0006662662,-0.0010170831680297852
2012-05-18,GOOG,14.813638,-0.036353447,1.4808599e+09,0.012684756224018656,0.0001834133,0.0006663137,-0.0010173215866088867
2012-06-01,SBUX,19.811247,-0.049918003,3.367114e+08,5.241926152440342,-0.0028763434,0.0049857516,0.006384860038757325
2012-06-01,STX,11.844816,-0.07212968,2.0344843e+08,5.241926152440342,0.005979699,0.039558575,0.03187931632995605
2012-07-10,EXPE,41.53158,-0.036865335,1.598968e+08,7.975431465900456,0.0028431409,-0.036308143,-0.040540327072143556
2012-07-10,ISRG,59.085556,-0.035582803,1.5233579e+08,7.975431465900456,0.0015796449,0.0053030155,0.0022175416946411133
2012-07-11,INCY,24.39,-0.050972816,4.463976e+07,4.647412148722282,-0.0036900432,0.04428044,0.04664815521240234
2012-07-12,UAL,23.78,-0.04074224,1.0681155e+08,1.9309200176908803,0.0,0.018923417,0.017423401832580565
2012-07-12,EXPE,40.023647,-0.033983793,1.5714802e+08,1.9309200176908803,0.00567425,0.026327591,0.01903678035736084
2012-07-25,AAPL,17.197142,-0.043184016,7.188778e+09,7.590382061789867,0.008330732,0.017722435,0.007814179420471192
2012-07-25,BKNG,24.716566,-0.051894628,5.469692e+08,7.590382061789867,0.012471487,0.08390915,0.06905771350860596
2012-08-30,WDC,25.421741,-0.032183707,1.2330975e+08,6.120029300222228,0.0054629566,0.005225717,-0.001736034393310547
2012-08-30,STX,17.720657,-0.04108381,1.8864258e+08,6.120029300222228,0.010245483,0.0058987844,-0.0058025016784667965
2012-09-25,VRTX,56.26,-0.04189378,8.464343e+07,2.008070238167832,-0.0023106516,-0.010664744,-0.009873498916625976
2012-09-25,CRUS,38.66,-0.037829775,1.12738376e+08,2.008070238167832,-0.0051733255,0.026642494,0.03048122978210449
2012-09-26,FTNT,5.004,-0.032108296,5.2689336e+07,1.0464257817847908,0.0031974008,-0.035971284,-0.04054390335083008
2012-09-26,JAZZ,54.79,-0.032662403,5.8593704e+07,1.0464257817847908,0.03814565,0.04033581,0.0006096467971801758
2012-10-09,AMZN,12.548,-0.031266868,7.606635e+08,4.287241895528524,0.00414409,-0.02685686,-0.032373000621795656
2012-10-09,EBAY,17.154783,-0.035475735,4.173189e+08,4.287241895528524,0.0038942425,0.027477285,0.021991621017456053
2012-10-10,EQIX,140.14366,-0.033372466,1.5935552e+08,2.9934250110804186,0.01060248,-0.0066333823,-0.018555034637451173
2012-10-10,TMUS,18.96994,-0.03756992,1.8827013e+08,2.9934250110804186,-0.08637893,-0.013289245,0.07849992370605469
2012-10-11,COST,71.876175,-0.03190227,1.5946714e+08,2.180490714545556,-0.0026443182,-0.018409176,-0.017306674957275392
2012-10-11,TMUS,18.339706,-0.03322276,2.1408e+08,2.180490714545556,0.010309207,-0.02663238,-0.038064648151397706
2012-10-12,VRTX,53.53,-0.05889596,1.3237595e+08,2.023593924972431,0.0014945233,-0.0044834274,-0.007468987941741943
2012-10-12,SRPT,27.11,-0.11780016,1.24138696e+08,2.023593924972431,0.06233857,0.03836219,-0.024069477558135988
2012-10-19,AAPL,18.318396,-0.036039777,1.0825426e+10,6.872432547181106,0.004231207,0.0057723173,3.470039367675778e-05
2012-10-19,VRTX,50.24,-0.04541135,1.546271e+08,6.872432547181106,-0.0007961965,-0.012141732,-0.012854565620422363
2012-11-08,CRUS,30.82,-0.039875355,1.25799976e+08,5.853408062411276,-0.008111616,0.0009734162,0.007659326553344727
2012-11-08,LULU,68.41,-0.033210833,1.0547424e+08,5.853408062411276,-0.002923616,0.011986546,0.013453851699829102
2012-11-14,FSLR,23.45,-0.03893438,1.15045496e+08,3.656499383189754,0.004264327,0.0038379594,-0.0019246234893798828
2012-11-14,SIRI,21.045147,-0.032257672,1.7915714e+08,3.656499383189754,0.0037035567,-0.0037037379,-0.00887994909286499
2012-11-15,REGN,141.1381,-0.034429155,1.2071033e+08,2.658047405124023,0.003790315,0.12613201,0.12037981605529785
2012-11-15,WMT,17.47805,-0.0363205,4.1866906e+08,2.658047405124023,-0.0018911922,0.004366002,0.0047690973281860356
2012-12-05,PENN,11.123672,-0.032258105,7.98115e+07,5.763692703678203,0.0010162882,0.0054878187,0.002967010498046875
2012-12-05,SRPT,27.58,-0.05450806,4.6216732e+07,5.763692703678203,-0.01957937,-0.081943445,-0.0651095404624939
2012-12-26,AMZN,12.4315,-0.038628053,8.0398426e+08,5.166690987139702,-0.0014077848,-0.013876089,-0.013985861778259277
2012-12-26,LULU,73.38,-0.031415056,1.7978906e+08,5.166690987139702,0.009266835,0.012673758,0.0018756494522094726
2012-12-28,SRPT,23.79,-0.030562347,3.4192576e+07,1.2759722179248456,0.0,0.1029844,0.10148442840576172
2013-02-21,META,27.042526,-0.041461613,1.7970688e+09,9.473761960347261,0.012463401,-0.0003666225,-0.014172126293182373
2013-02-21,HST,9.470468,-0.03523206,8.419114e+07,9.473761960347261,0.007912085,0.004260307,-0.005123068332672119
2013-06-05,GILD,34.39823,-0.04204915,4.693769e+08,4.9628061358299504,0.005187922,0.05526749,0.048321138381958006
2013-06-05,FSLR,51.03,-0.030216651,3.8268896e+08,4.9628061358299504,0.0021556069,0.040368438,0.03663052177429199
2013-06-21,UAL,30.06,-0.03530168,1.1931e+08,8.354497432017453,-0.011310717,0.02295411,0.033156763076782225
2013-06-21,SIRI,25.004004,-0.03669754,1.8850021e+08,8.354497432017453,-0.015873084,0.015873007,0.030758033752441405
2013-06-24,MU,13.125345,-0.031654924,5.375756e+08,4.457051381351164,0.020802341,0.053491767,0.030523191452026366
2013-06-24,APA,60.590504,-0.033631593,2.3380525e+08,4.457051381351164,0.008395979,0.012046574,0.002120147705078125
2013-07-19,MSFT,25.513262,-0.1139955,1.4081969e+09,9.866627047252578,0.009554513,0.013376123,0.0022854909896850586
2013-08-15,CSCO,16.547298,-0.07202442,6.3283584e+08,8.913974903487315,0.0020420607,-0.008578822,-0.012099255561828613
2013-08-15,MU,13.778688,-0.04655872,5.818115e+08,8.913974903487315,0.002830772,-0.02335444,-0.027611245155334474
2013-08-16,MNKD,28.85,-0.1310241,7.4522904e+07,8.594458758155326,0.060658578,0.050259925,-0.011303950786590576
2013-08-16,IONS,25.17,-0.030804746,3.687076e+07,8.594458758155326,0.0027810764,0.027413609,0.023064266204833983
2013-08-19,CSIQ,10.95,-0.0453357,4.2081664e+07,6.557258979569468,0.0054794904,0.1424658,0.1347398862838745
2013-08-19,ZG,26.423449,-0.07103706,8.685447e+07,6.557258979569468,-0.055227716,-0.031390123,0.023731003761291503
2013-10-08,TSLA,11.648667,-0.04555632,1.7820294e+09,9.10010216073539,0.0,-0.010301597,-0.011801589965820312
2013-10-08,META,46.72964,-0.066904224,3.9691402e+09,9.10010216073539,0.005091227,0.040517654,0.033747087478637694
2013-10-09,BMRN,65.0,-0.03345725,1.596869e+08,7.451811930850553,0.016307654,0.04200005,0.023780117988586424
2013-10-09,TSLA,11.252,-0.034052607,1.834084e+09,7.451811930850553,0.025536215,0.058774713,0.030910860061645506
2013-11-07,TSLA,9.318,-0.07535065,1.9633608e+09,2.5690505117927387,-0.023538603,0.035272237,0.05872846698760986
2013-11-07,META,47.145985,-0.03175898,4.2560532e+09,2.5690505117927387,0.0052566393,-0.028595433,-0.035175074577331544
2013-12-13,AXON,15.52,-0.055961072,2.0188658e+07,7.785749242558552,0.034149405,0.048969086,0.012830267906188965
2014-01-06,FSLR,51.26,-0.09658095,2.1050574e+08,9.05157935487388,0.01736253,0.008193562,-0.010512401103973388
2014-01-06,SSYS,127.98,-0.062142774,1.1691028e+08,9.05157935487388,0.023519317,0.040865786,0.01544786548614502
2014-01-24,GOOG,27.728203,-0.03126448,2.2022838e+09,7.95304861670698,0.0020199395,-0.00072969584,-0.004244019031524658
2014-01-24,META,53.97601,-0.038495418,2.9812954e+09,7.95304861670698,0.005142377,0.01267212,0.005991230964660645
2014-01-27,BKNG,44.778408,-0.03109529,7.170272e+08,4.411937125492358,0.009761729,-0.008265698,-0.01935308122634888
2014-01-27,REGN,268.20895,-0.03172276,2.3418622e+08,4.411937125492358,0.008458389,0.03989079,0.029668699264526366
2014-01-28,STX,29.847271,-0.11248918,1.2852585e+08,4.189896991746522,-0.00038821448,0.030667795,0.029568086624145506
2014-01-28,AAPL,15.66771,-0.07992741,6.2417126e+09,4.189896991746522,-0.0050340304,-0.013267688,-0.009775330066680908
2014-01-29,TMUS,29.52254,-0.038997307,1.7646032e+08,1.4688542089121341,0.036070727,-0.015458984,-0.051235724925994874
2014-01-29,BIDU,158.1,-0.03738431,6.7926694e+08,1.4688542089121341,0.021378808,-0.010120215,-0.03233968162536621
2014-03-14,GILD,51.508133,-0.037943747,6.4888877e+08,6.8493090800545815,0.012125489,0.036242418,0.022327910423278807
2014-03-14,BIDU,160.59,-0.03311458,8.6997766e+08,6.8493090800545815,0.01506942,0.021794632,0.005125413894653321
2014-03-24,TSLA,14.678,-0.03809683,2.5734735e+09,9.975519627029527,0.018031513,-0.03274745,-0.05137955093383789
2014-03-24,META,63.542,-0.046698466,3.7407877e+09,9.975519627029527,0.012324674,-0.057878435,-0.07084845447540283
2014-03-27,JOYY,54.694294,-0.03793511,1.6204864e+08,6.926985567390332,0.018166339,0.075341575,0.05465520477294922
2014-03-27,CTSH,41.431946,-0.030957578,1.6366923e+08,6.926985567390332,0.030895479,0.06347209,0.030100236892700194
2014-04-04,GOOGL,27.005527,-0.04593164,2.5466929e+09,9.753005473997064,-0.0008437937,0.022484804,0.021848331451416014
2014-04-04,META,56.25598,-0.04605823,4.1536955e+09,9.753005473997064,-0.014977858,0.025374431,0.03946591472625732
2014-04-07,VTRS,38.65168,-0.044045057,2.5592906e+08,6.327830220542694,-0.0047521265,0.0035121324,0.00680376148223877
2014-04-07,MU,21.170227,-0.038529687,7.2103136e+08,6.327830220542694,0.016121654,0.040994942,0.022978673934936522
2014-07-31,CMCSA,18.758732,-0.030319277,5.227137e+08,9.42713780433634,-0.003536561,0.0022331518,0.004290233612060547
2014-07-31,MU,29.790438,-0.06086699,8.5457325e+08,9.42713780433634,0.010801939,0.03731587,0.024730573654174803
2014-08-01,MNKD,40.35,-0.034689013,6.6508096e+07,7.18499028649812,0.0024783716,0.009913297,0.005916605949401856
2014-08-01,AKAM,57.09,-0.032700785,1.2783469e+08,7.18499028649812,0.00017513262,-0.0040287185,-0.00570314073562622
2014-09-15,META,73.93078,-0.037428923,2.1466948e+09,8.330635133524325,-0.014213145,0.024805436,0.03808117961883545
2014-09-15,TSLA,16.924,-0.09075929,1.513769e+09,8.330635133524325,0.0050815674,0.029622622,0.022917042732238768
2014-10-13,REGN,328.9954,-0.033215687,2.75968e+08,7.296866276749853,0.005992011,0.007979392,0.00047553634643554684
