ticker,date,close,prob,hit,avg_best,avg_fwd2,avg_worst,friday_open,friday_high,friday_low,friday_close,friday_volume,close_vs_vwap,friday_close_pos,last_hour_ret,ret_1,rsi14,atr14_pct,close_pos,vol_ratio,px_sma50,dist_52w_high,dollar_vol21,gap
ADEA,2026-08-28,25.719999313354492,0.36343560619275883,0.3537173476222371,0.011937111353720676,0.0009186557709542284,-0.010789002786523933,26.049999237060547,26.270000457763672,25.639999389648438,25.719999313354492,647429.0,-0.007444724763802202,0.1269837905916404,-0.00038866028215123194,-0.00038866028215123194,41.626154096508785,0.05419785092323274,0.1269837905916404,0.6492168783613192,-0.08247403722630149,-0.24819037455141782,27631173.686316628,0.0
